FIPS,Tract,County,State,pop,n
17031802505,Census Tract 8025.05,Cook County,Illinois,6371,9
17031802701,Census Tract 8027.01,Cook County,Illinois,6326,1
17031803014,Census Tract 8030.14,Cook County,Illinois,3329,4
17031803604,Census Tract 8036.04,Cook County,Illinois,4375,7
17031803616,Census Tract 8036.16,Cook County,Illinois,4789,17
17031803702,Census Tract 8037.02,Cook County,Illinois,6154,3
17031804510,Census Tract 8045.10,Cook County,Illinois,5389,19
17031804512,Census Tract 8045.12,Cook County,Illinois,3555,6
17031804713,Census Tract 8047.13,Cook County,Illinois,5097,17
17031805301,Census Tract 8053.01,Cook County,Illinois,3179,2
17031806102,Census Tract 8061.02,Cook County,Illinois,4325,14
17031809000,Census Tract 8090,Cook County,Illinois,4044,15
17031810302,Census Tract 8103.02,Cook County,Illinois,3329,21
17031812801,Census Tract 8128.01,Cook County,Illinois,3398,12
17031812802,Census Tract 8128.02,Cook County,Illinois,2826,18
17031813400,Census Tract 8134,Cook County,Illinois,8214,8
17031814000,Census Tract 8140,Cook County,Illinois,4507,13
17031815600,Census Tract 8156,Cook County,Illinois,5462,4
17031816300,Census Tract 8163,Cook County,Illinois,4861,3
17031820101,Census Tract 8201.01,Cook County,Illinois,7998,3
17031820400,Census Tract 8204,Cook County,Illinois,5265,11
17031820502,Census Tract 8205.02,Cook County,Illinois,5841,16
17031821300,Census Tract 8213,Cook County,Illinois,5853,15
17031821401,Census Tract 8214.01,Cook County,Illinois,2722,7
17031822301,Census Tract 8223.01,Cook County,Illinois,3664,16
17031823200,Census Tract 8232,Cook County,Illinois,4749,15
17031823803,Census Tract 8238.03,Cook County,Illinois,7186,7
17031823806,Census Tract 8238.06,Cook County,Illinois,4203,6
17031824006,Census Tract 8240.06,Cook County,Illinois,6013,7
17031824106,Census Tract 8241.06,Cook County,Illinois,6534,6
17031824125,Census Tract 8241.25,Cook County,Illinois,4443,13
17031824300,Census Tract 8243,Cook County,Illinois,4891,13
17031825600,Census Tract 8256,Cook County,Illinois,5332,5
17031826202,Census Tract 8262.02,Cook County,Illinois,5662,3
17031826600,Census Tract 8266,Cook County,Illinois,4872,13
17031827700,Census Tract 8277,Cook County,Illinois,2659,13
17031828503,Census Tract 8285.03,Cook County,Illinois,4274,7
17031828602,Census Tract 8286.02,Cook County,Illinois,4310,15
17031831100,Census Tract 8311,Cook County,Illinois,7191,6
17031835000,Census Tract 8350,Cook County,Illinois,5549,13
17031836200,Census Tract 8362,Cook County,Illinois,1709,10
17031836300,Census Tract 8363,Cook County,Illinois,1744,20
17031838600,Census Tract 8386,Cook County,Illinois,1518,14
17031843500,Census Tract 8435,Cook County,Illinois,9398,12
17043841206,Census Tract 8412.06,Dupage County,Illinois,6232,6
17043841308,Census Tract 8413.08,Dupage County,Illinois,4716,13
17043841320,Census Tract 8413.20,Dupage County,Illinois,2614,6
17043841321,Census Tract 8413.21,Dupage County,Illinois,2506,18
17043842603,Census Tract 8426.03,Dupage County,Illinois,4015,17
17043842604,Census Tract 8426.04,Dupage County,Illinois,4624,4
17043843000,Census Tract 8430,Dupage County,Illinois,4643,15
17043843200,Census Tract 8432,Dupage County,Illinois,5427,14
17043844401,Census Tract 8444.01,Dupage County,Illinois,3858,9
17043844601,Census Tract 8446.01,Dupage County,Illinois,3295,3
17043845300,Census Tract 8453,Dupage County,Illinois,3071,4
17043845401,Census Tract 8454.01,Dupage County,Illinois,3944,18
17043845803,Census Tract 8458.03,Dupage County,Illinois,5579,17
17043846523,Census Tract 8465.23,Dupage County,Illinois,2674,6
17043846604,Census Tract 8466.04,Dupage County,Illinois,4056,14
17089852606,Census Tract 8526.06,Kane County,Illinois,4955,10
17089852903,Census Tract 8529.03,Kane County,Illinois,5538,2
17089853005,Census Tract 8530.05,Kane County,Illinois,5370,11
17089853602,Census Tract 8536.02,Kane County,Illinois,3313,7
17089854200,Census Tract 8542,Kane County,Illinois,4670,14
17091010800,Census Tract 108,Kankakee County,Illinois,3461,19
17093890702,Census Tract 8907.02,Kendall County,Illinois,5557,7
17097861507,Census Tract 8615.07,Lake County,Illinois,2673,8
17097863400,Census Tract 8634,Lake County,Illinois,4353,20
17097864602,Census Tract 8646.02,Lake County,Illinois,3853,12
17111870603,Census Tract 8706.03,McHenry County,Illinois,4776,17
17111870808,Census Tract 8708.08,McHenry County,Illinois,4008,12
17111870813,Census Tract 8708.13,McHenry County,Illinois,4455,5
17111871004,Census Tract 8710.04,McHenry County,Illinois,6411,1
17111871207,Census Tract 8712.07,McHenry County,Illinois,4469,20
17197880502,Census Tract 8805.02,Will County,Illinois,4923,8
17197880509,Census Tract 8805.09,Will County,Illinois,4815,10
17197881011,Census Tract 8810.11,Will County,Illinois,3796,15
17197881107,Census Tract 8811.07,Will County,Illinois,2539,12
17197881108,Census Tract 8811.08,Will County,Illinois,6684,16
17197881115,Census Tract 8811.15,Will County,Illinois,5291,9
17031020100,Census Tract 201,Cook County,Illinois,3927,19
17031020400,Census Tract 204,Cook County,Illinois,4256,9
17031030104,Census Tract 301.04,Cook County,Illinois,3106,15
17031030601,Census Tract 306.01,Cook County,Illinois,3771,2
17031031200,Census Tract 312,Cook County,Illinois,5936,9
17031031800,Census Tract 318,Cook County,Illinois,2114,16
17031061902,Census Tract 619.02,Cook County,Illinois,4938,21
17031062100,Census Tract 621,Cook County,Illinois,3646,1
17031062900,Census Tract 629,Cook County,Illinois,4138,9
17031100500,Census Tract 1005,Cook County,Illinois,5814,4
17031100700,Census Tract 1007,Cook County,Illinois,5372,1
17031120200,Census Tract 1202,Cook County,Illinois,4573,2
17031130200,Census Tract 1302,Cook County,Illinois,1545,12
17031150502,Census Tract 1505.02,Cook County,Illinois,3953,3
17031160800,Census Tract 1608,Cook County,Illinois,5236,14
17031161000,Census Tract 1610,Cook County,Illinois,1986,10
17031180100,Census Tract 1801,Cook County,Illinois,6544,21
17031230100,Census Tract 2301,Cook County,Illinois,1636,12
17031251100,Census Tract 2511,Cook County,Illinois,4544,14
17031260100,Census Tract 2601,Cook County,Illinois,1016,3
17031260600,Census Tract 2606,Cook County,Illinois,2398,11
17031283200,Census Tract 2832,Cook County,Illinois,1727,10
17031310500,Census Tract 3105,Cook County,Illinois,1599,10
17031421200,Census Tract 4212,Cook County,Illinois,1986,18
17031430102,Census Tract 4301.02,Cook County,Illinois,3542,19
17031430700,Census Tract 4307,Cook County,Illinois,2256,20
17031450300,Census Tract 4503,Cook County,Illinois,3461,2
17031460301,Census Tract 4603.01,Cook County,Illinois,3189,20
17031561000,Census Tract 5610,Cook County,Illinois,6040,8
17031630400,Census Tract 6304,Cook County,Illinois,6003,6
17031660500,Census Tract 6605,Cook County,Illinois,4284,12
17031672000,Census Tract 6720,Cook County,Illinois,3295,18
17031711400,Census Tract 7114,Cook County,Illinois,2728,2
17031770202,Census Tract 7702.02,Cook County,Illinois,4557,13
17031802504,Census Tract 8025.04,Cook County,Illinois,6844,10
17031802605,Census Tract 8026.05,Cook County,Illinois,7230,3
17031802610,Census Tract 8026.10,Cook County,Illinois,1986,7
17031804406,Census Tract 8044.06,Cook County,Illinois,5798,9
17031804513,Census Tract 8045.13,Cook County,Illinois,3753,10
17031807600,Census Tract 8076,Cook County,Illinois,6319,18
17031810100,Census Tract 8101,Cook County,Illinois,4615,6
17031810200,Census Tract 8102,Cook County,Illinois,6699,12
17031814800,Census Tract 8148,Cook County,Illinois,6108,13
17031816401,Census Tract 8164.01,Cook County,Illinois,3761,7
17031816600,Census Tract 8166,Cook County,Illinois,4370,3
17031818100,Census Tract 8181,Cook County,Illinois,2253,7
17031818600,Census Tract 8186,Cook County,Illinois,4764,12
17031819000,Census Tract 8190,Cook County,Illinois,4589,11
17031822602,Census Tract 8226.02,Cook County,Illinois,7777,7
17031824005,Census Tract 8240.05,Cook County,Illinois,5749,20
17031834300,Census Tract 8343,Cook County,Illinois,6186,20
17031834700,Census Tract 8347,Cook County,Illinois,1344,13
17031838200,Census Tract 8382,Cook County,Illinois,1834,10
17031841800,Census Tract 8418,Cook County,Illinois,2330,12
17031841900,Census Tract 8419,Cook County,Illinois,5983,3
17031843200,Census Tract 8432,Cook County,Illinois,2348,21
17043841504,Census Tract 8415.04,Dupage County,Illinois,3030,15
17043841607,Census Tract 8416.07,Dupage County,Illinois,4970,12
17043842602,Census Tract 8426.02,Dupage County,Illinois,4049,21
17043842711,Census Tract 8427.11,Dupage County,Illinois,2543,7
17043842900,Census Tract 8429,Dupage County,Illinois,5922,16
17043844002,Census Tract 8440.02,Dupage County,Illinois,4054,13
17043844201,Census Tract 8442.01,Dupage County,Illinois,5619,20
17043844307,Census Tract 8443.07,Dupage County,Illinois,3871,9
17043846105,Census Tract 8461.05,Dupage County,Illinois,3910,3
17043846207,Census Tract 8462.07,Dupage County,Illinois,5597,15
17043846209,Census Tract 8462.09,Dupage County,Illinois,4207,3
17043846305,Census Tract 8463.05,Dupage County,Illinois,5258,18
17043846308,Census Tract 8463.08,Dupage County,Illinois,4054,19
17043846411,Census Tract 8464.11,Dupage County,Illinois,5448,10
17043846509,Census Tract 8465.09,Dupage County,Illinois,5909,14
17089851301,Census Tract 8513.01,Kane County,Illinois,3648,14
17089851801,Census Tract 8518.01,Kane County,Illinois,8230,19
17089852001,Census Tract 8520.01,Kane County,Illinois,4400,8
17089852002,Census Tract 8520.02,Kane County,Illinois,7597,15
17089852103,Census Tract 8521.03,Kane County,Illinois,6444,12
17089852104,Census Tract 8521.04,Kane County,Illinois,2929,11
17089854403,Census Tract 8544.03,Kane County,Illinois,8315,19
17089854800,Census Tract 8548,Kane County,Illinois,7732,11
17091010701,Census Tract 107.01,Kankakee County,Illinois,4669,9
17093890103,Census Tract 8901.03,Kendall County,Illinois,5856,7
17097861008,Census Tract 8610.08,Lake County,Illinois,5432,20
17097861404,Census Tract 8614.04,Lake County,Illinois,6224,7
17097861610,Census Tract 8616.10,Lake County,Illinois,3659,4
17097862402,Census Tract 8624.02,Lake County,Illinois,3027,20
17097864307,Census Tract 8643.07,Lake County,Illinois,2076,6
17097864403,Census Tract 8644.03,Lake County,Illinois,6275,13
17097864411,Census Tract 8644.11,Lake County,Illinois,5318,16
17097865501,Census Tract 8655.01,Lake County,Illinois,2653,11
17111870302,Census Tract 8703.02,McHenry County,Illinois,4280,7
17111871301,Census Tract 8713.01,McHenry County,Illinois,4819,2
17197880424,Census Tract 8804.24,Will County,Illinois,4723,21
17197880511,Census Tract 8805.11,Will County,Illinois,3699,15
17197883305,Census Tract 8833.05,Will County,Illinois,3314,4
17197883809,Census Tract 8838.09,Will County,Illinois,3414,2
17031010701,Census Tract 107.01,Cook County,Illinois,3590,20
17031020601,Census Tract 206.01,Cook County,Illinois,5868,3
17031020901,Census Tract 209.01,Cook County,Illinois,6179,14
17031030101,Census Tract 301.01,Cook County,Illinois,3517,15
17031050100,Census Tract 501,Cook County,Illinois,2513,9
17031063303,Census Tract 633.03,Cook County,Illinois,1198,17
17031070102,Census Tract 701.02,Cook County,Illinois,2980,16
17031071600,Census Tract 716,Cook County,Illinois,1903,8
17031170700,Census Tract 1707,Cook County,Illinois,3260,2
17031190300,Census Tract 1903,Cook County,Illinois,5289,8
17031190601,Census Tract 1906.01,Cook County,Illinois,3986,7
17031240500,Census Tract 2405,Cook County,Illinois,2515,13
17031240800,Census Tract 2408,Cook County,Illinois,1480,17
17031243500,Census Tract 2435,Cook County,Illinois,4567,15
17031251300,Census Tract 2513,Cook County,Illinois,4915,18
17031271200,Census Tract 2712,Cook County,Illinois,1384,20
17031320400,Census Tract 3204,Cook County,Illinois,3004,13
17031430300,Census Tract 4303,Cook County,Illinois,2611,19
17031431400,Census Tract 4314,Cook County,Illinois,7565,18
17031580100,Census Tract 5801,Cook County,Illinois,2662,17
17031680600,Census Tract 6806,Cook County,Illinois,1178,3
17031691200,Census Tract 6912,Cook County,Illinois,1984,13
17031691300,Census Tract 6913,Cook County,Illinois,2332,18
17031710300,Census Tract 7103,Cook County,Illinois,1382,4
17031801701,Census Tract 8017.01,Cook County,Illinois,3568,7
17031801902,Census Tract 8019.02,Cook County,Illinois,3770,16
17031802100,Census Tract 8021,Cook County,Illinois,3717,12
17031802801,Census Tract 8028.01,Cook County,Illinois,4689,14
17031803017,Census Tract 8030.17,Cook County,Illinois,6125,20
17031803613,Census Tract 8036.13,Cook County,Illinois,3891,12
17031804000,Census Tract 8040,Cook County,Illinois,4672,18
17031804611,Census Tract 8046.11,Cook County,Illinois,4233,4
17031805302,Census Tract 8053.02,Cook County,Illinois,3896,10
17031805902,Census Tract 8059.02,Cook County,Illinois,6402,14
17031806900,Census Tract 8069,Cook County,Illinois,5524,4
17031810301,Census Tract 8103.01,Cook County,Illinois,4604,4
17031811402,Census Tract 8114.02,Cook County,Illinois,4218,3
17031813301,Census Tract 8133.01,Cook County,Illinois,3292,2
17031813801,Census Tract 8138.01,Cook County,Illinois,3282,19
17031814100,Census Tract 8141,Cook County,Illinois,4793,19
17031814300,Census Tract 8143,Cook County,Illinois,4740,3
17031815900,Census Tract 8159,Cook County,Illinois,4756,8
17031820202,Census Tract 8202.02,Cook County,Illinois,3291,11
17031821700,Census Tract 8217,Cook County,Illinois,4800,17
17031824900,Census Tract 8249,Cook County,Illinois,2952,13
17031825000,Census Tract 8250,Cook County,Illinois,4401,20
17031825801,Census Tract 8258.01,Cook County,Illinois,3448,4
17031826100,Census Tract 8261,Cook County,Illinois,4698,2
17031831200,Census Tract 8312,Cook County,Illinois,4710,9
17031831500,Census Tract 8315,Cook County,Illinois,3859,8
17031832400,Census Tract 8324,Cook County,Illinois,3558,3
17031834900,Census Tract 8349,Cook County,Illinois,905,20
17031837000,Census Tract 8370,Cook County,Illinois,1843,21
17031839500,Census Tract 8395,Cook County,Illinois,1804,5
17031840800,Census Tract 8408,Cook County,Illinois,3258,13
17031842000,Census Tract 8420,Cook County,Illinois,2794,15
17031844600,Census Tract 8446,Cook County,Illinois,2275,4
17043841002,Census Tract 8410.02,Dupage County,Illinois,2940,12
17043841208,Census Tract 8412.08,Dupage County,Illinois,5085,8
17043841315,Census Tract 8413.15,Dupage County,Illinois,2848,16
17043841316,Census Tract 8413.16,Dupage County,Illinois,3419,8
17043841901,Census Tract 8419.01,Dupage County,Illinois,2806,15
17043843602,Census Tract 8436.02,Dupage County,Illinois,2910,9
17043844501,Census Tract 8445.01,Dupage County,Illinois,3535,3
17043845100,Census Tract 8451,Dupage County,Illinois,5950,15
17043845505,Census Tract 8455.05,Dupage County,Illinois,3759,6
17043845506,Census Tract 8455.06,Dupage County,Illinois,3818,3
17043846310,Census Tract 8463.10,Dupage County,Illinois,4783,15
17043846404,Census Tract 8464.04,Dupage County,Illinois,6091,15
17043846519,Census Tract 8465.19,Dupage County,Illinois,3245,11
17043846521,Census Tract 8465.21,Dupage County,Illinois,4861,15
17063000102,Census Tract 1.02,Grundy County,Illinois,8087,19
17063000400,Census Tract 4,Grundy County,Illinois,5659,13
17089850103,Census Tract 8501.03,Kane County,Illinois,6072,20
17089850400,Census Tract 8504,Kane County,Illinois,2563,18
17089850703,Census Tract 8507.03,Kane County,Illinois,2221,7
17089850708,Census Tract 8507.08,Kane County,Illinois,4836,19
17089852408,Census Tract 8524.08,Kane County,Illinois,4435,6
17089852607,Census Tract 8526.07,Kane County,Illinois,3421,6
17089852808,Census Tract 8528.08,Kane County,Illinois,6832,13
17089853007,Census Tract 8530.07,Kane County,Illinois,5025,9
17089854301,Census Tract 8543.01,Kane County,Illinois,5698,10
17097860105,Census Tract 8601.05,Lake County,Illinois,5019,2
17097860811,Census Tract 8608.11,Lake County,Illinois,4772,5
17097861510,Census Tract 8615.10,Lake County,Illinois,4215,15
17097861608,Census Tract 8616.08,Lake County,Illinois,3805,10
17097864513,Census Tract 8645.13,Lake County,Illinois,6069,18
17111870105,Census Tract 8701.05,McHenry County,Illinois,3912,9
17111870502,Census Tract 8705.02,McHenry County,Illinois,4356,19
17111871201,Census Tract 8712.01,McHenry County,Illinois,7196,19
17197880112,Census Tract 8801.12,Will County,Illinois,1827,6
17197880125,Census Tract 8801.25,Will County,Illinois,5007,5
17197880427,Census Tract 8804.27,Will County,Illinois,2548,1
17197880510,Census Tract 8805.10,Will County,Illinois,2653,15
17197883504,Census Tract 8835.04,Will County,Illinois,5913,1
17197883606,Census Tract 8836.06,Will County,Illinois,3471,8
17197883804,Census Tract 8838.04,Will County,Illinois,2448,4
17031040100,Census Tract 401,Cook County,Illinois,4011,19
17031060800,Census Tract 608,Cook County,Illinois,5319,20
17031063200,Census Tract 632,Cook County,Illinois,6380,21
17031071100,Census Tract 711,Cook County,Illinois,3186,21
17031100400,Census Tract 1004,Cook County,Illinois,3325,4
17031130100,Census Tract 1301,Cook County,Illinois,4895,8
17031140400,Census Tract 1404,Cook County,Illinois,5911,15
17031151001,Census Tract 1510.01,Cook County,Illinois,2816,11
17031170500,Census Tract 1705,Cook County,Illinois,5161,3
17031170900,Census Tract 1709,Cook County,Illinois,1970,6
17031171100,Census Tract 1711,Cook County,Illinois,4103,14
17031230700,Census Tract 2307,Cook County,Illinois,5773,5
17031251900,Census Tract 2519,Cook County,Illinois,5086,18
17031271500,Census Tract 2715,Cook County,Illinois,1470,13
17031330101,Census Tract 3301.01,Cook County,Illinois,5011,16
17031430200,Census Tract 4302,Cook County,Illinois,5455,17
17031600700,Census Tract 6007,Cook County,Illinois,2870,3
17031630500,Census Tract 6305,Cook County,Illinois,5989,10
17031671900,Census Tract 6719,Cook County,Illinois,1034,11
17031720100,Census Tract 7201,Cook County,Illinois,3370,5
17031750500,Census Tract 7505,Cook County,Illinois,4761,10
17031770400,Census Tract 7704,Cook County,Illinois,4440,20
17031770602,Census Tract 7706.02,Cook County,Illinois,4586,19
17031801200,Census Tract 8012,Cook County,Illinois,3699,10
17031803605,Census Tract 8036.05,Cook County,Illinois,6694,19
17031804108,Census Tract 8041.08,Cook County,Illinois,4577,13
17031804204,Census Tract 8042.04,Cook County,Illinois,5281,1
17031804309,Census Tract 8043.09,Cook County,Illinois,3311,2
17031804312,Census Tract 8043.12,Cook County,Illinois,1888,12
17031804603,Census Tract 8046.03,Cook County,Illinois,6368,9
17031805106,Census Tract 8051.06,Cook County,Illinois,2925,17
17031805801,Census Tract 8058.01,Cook County,Illinois,2360,6
17031806201,Census Tract 8062.01,Cook County,Illinois,5130,7
17031806202,Census Tract 8062.02,Cook County,Illinois,4939,13
17031808200,Census Tract 8082,Cook County,Illinois,5806,9
17031811401,Census Tract 8114.01,Cook County,Illinois,4849,11
17031813701,Census Tract 8137.01,Cook County,Illinois,2896,9
17031814400,Census Tract 8144,Cook County,Illinois,7652,12
17031814700,Census Tract 8147,Cook County,Illinois,5071,15
17031818402,Census Tract 8184.02,Cook County,Illinois,3198,9
17031822400,Census Tract 8224,Cook County,Illinois,6012,1
17031824003,Census Tract 8240.03,Cook County,Illinois,5995,15
17031824119,Census Tract 8241.19,Cook County,Illinois,5332,15
17031824122,Census Tract 8241.22,Cook County,Illinois,5935,18
17031827801,Census Tract 8278.01,Cook County,Illinois,4938,1
17031829500,Census Tract 8295,Cook County,Illinois,3986,19
17031830003,Census Tract 8300.03,Cook County,Illinois,8195,21
17031830201,Census Tract 8302.01,Cook County,Illinois,4822,8
17031836600,Census Tract 8366,Cook County,Illinois,2275,15
17031839600,Census Tract 8396,Cook County,Illinois,1965,1
17043841313,Census Tract 8413.13,Dupage County,Illinois,2685,6
17043841706,Census Tract 8417.06,Dupage County,Illinois,4362,5
17043843302,Census Tract 8433.02,Dupage County,Illinois,3423,14
17043843601,Census Tract 8436.01,Dupage County,Illinois,3617,14
17043844202,Census Tract 8442.02,Dupage County,Illinois,2556,11
17043845402,Census Tract 8454.02,Dupage County,Illinois,3177,8
17043846102,Census Tract 8461.02,Dupage County,Illinois,4452,9
17043846304,Census Tract 8463.04,Dupage County,Illinois,5144,17
17043846409,Census Tract 8464.09,Dupage County,Illinois,4309,10
17043846603,Census Tract 8466.03,Dupage County,Illinois,3808,7
17043846702,Census Tract 8467.02,Dupage County,Illinois,4297,5
17089850707,Census Tract 8507.07,Kane County,Illinois,8697,16
17089853900,Census Tract 8539,Kane County,Illinois,5381,5
17089854508,Census Tract 8545.08,Kane County,Illinois,5826,14
17089854509,Census Tract 8545.09,Kane County,Illinois,6326,14
17091010601,Census Tract 106.01,Kankakee County,Illinois,5258,4
17091012000,Census Tract 120,Kankakee County,Illinois,5238,11
17093890106,Census Tract 8901.06,Kendall County,Illinois,4366,13
17097860106,Census Tract 8601.06,Lake County,Illinois,2996,13
17097861301,Census Tract 8613.01,Lake County,Illinois,5611,3
17097861509,Census Tract 8615.09,Lake County,Illinois,3256,15
17097862000,Census Tract 8620,Lake County,Illinois,6291,14
17097865600,Census Tract 8656,Lake County,Illinois,3624,12
17097865801,Census Tract 8658.01,Lake County,Illinois,3151,16
17111870404,Census Tract 8704.04,McHenry County,Illinois,3928,7
17111870501,Census Tract 8705.01,McHenry County,Illinois,4466,17
17111871110,Census Tract 8711.10,McHenry County,Illinois,4443,12
17197880122,Census Tract 8801.22,Will County,Illinois,7275,5
17197880320,Census Tract 8803.20,Will County,Illinois,3494,16
17197880325,Census Tract 8803.25,Will County,Illinois,3448,8
17197880901,Census Tract 8809.01,Will County,Illinois,5911,1
17197881700,Census Tract 8817,Will County,Illinois,3093,3
17197882300,Census Tract 8823,Will County,Illinois,3494,4
17197882900,Census Tract 8829,Will County,Illinois,2748,11
17197883605,Census Tract 8836.05,Will County,Illinois,3211,9
